ID;PROP_ID;COMP_ID;IdealGasEnthalpyOfFormationA;IdealGasEnthalpyOfFormationB;IdealGasEnthalpyOfFormationC;IdealGasEnthalpyOfFormationTmin;IdealGasEnthalpyOfFormationTmax;IdealGasEnthalpyOfFormation@298
35338;145;35341;-716925;-8.7959995;0.012342;298;1000;-718450
35339;143;35342;-921901;-13.685;0.014411;298;1000;-924700
35340;142;35343;-896021;-13.685;0.014411;298;1000;-898820
35341;158;35344;-1101034;-18.224001;0.016507;298;1000;-1105000
35342;8;35345;-703430;-4.3024001;5.7720002E-3;298;1000;-704200
35343;179;35346;-145517;-16.309999;0.01552;298;1000;-149000
35344;178;35347;-146770;-13.108;0.014377;298;1000;-149400
35345;171;35348;-513703;-22.257999;0.016524;298;1000;-518870
35346;164;35349;-742917;-22.319;1.6549001E-2;298;1000;-748100
35347;184;35350;-884660;-38.414001;0.041768;298;1000;-892400
35348;183;35351;-901111;-25.365999;1.7711001E-2;298;1000;-907100
35349;5;35352;-665555;-1.6667;0.004375;333;1000;-649800
35350;91;35353;-931049;-10.833;8.7649999E-3;298;1000;-933500
35351;204;35354;-138485;-29.891001;2.0221001E-2;298;1000;-145600
35352;203;35355;-136932;-22.982;0.016696;298;1000;-142300
35353;200;35356;-333392;-26.275;1.7169001E-2;298;1000;-339700
35354;195;35357;-489025;-35.780998;0.02073;298;1000;-497850
35355;193;35358;-522156;-30.908001;0.018795;298;1000;-529700
35356;207;35359;-659301;-40.669998;0.022799;298;1000;-669400
35357;206;35360;-736248;-38.001999;0.022255;298;1000;-745600
35358;220;35361;-116652;-40.962002;2.3221999E-2;298;1000;-126800
35359;219;35362;-120030;-40.271999;0.021791;298;1000;-130100
35360;223;35363;-436610;-44.84;2.5638999E-2;298;1000;-447700
35361;222;35364;-487847;-51.422001;0.026756;298;1000;-500800
35362;233;35365;-97430;-58.713001;0.029648;298;1000;-112300
35363;95;35366;-100746;-9.3959999;7.2860001E-3;298;1000;-102900
35364;94;35367;-281316;-14.952;9.8289996E-3;298;1000;-284900
35365;7717;35368;-12321;-12321;-12321;-12321;-12321;-12321
35366;7717;35369;-12321;-12321;-12321;-12321;-12321;-12321
35367;261;35370;-1704420;-0.86374998;0.016616;298;1000;-1703200
35368;93;35371;-478310;-18.341;0.011005;298;1000;-482800
35369;6809;35372;-12321;-12321;-12321;-12321;-12321;-12321
35370;96;35373;-687239;-24.319;0.013388;298;1000;-693300
35371;263;35374;-1294806;-28.929001;2.4879999E-2;298;1000;-1301220
35372;264;35375;-1294254;-24.101;0.022836;298;1000;-1299410
35373;271;35376;-1091032;-37.563;2.7016999E-2;298;1000;-1099830
35374;270;35377;-1091032;-37.563;2.7016999E-2;298;1000;-1099830
35375;6870;35378;-12321;-12321;-12321;-12321;-12321;-12321
35376;16;35379;-88643;-26.784;0.013816;298;1000;-95400
35377;15;35380;-258344;-28.792;0.013824;298;1000;-265700
35378;17;35381;-443341;-34.983002;0.016546;298;1000;-452300
35379;6788;35382;-12321;-12321;-12321;-12321;-12321;-12321
35380;102;35383;-72431;-37.035;0.016569;298;1000;-82000
35381;104;35384;-227044;-41.061001;0.017841;298;1000;-237700
35382;5208;35385;-12321;-12321;-12321;0;5000;-12321
35383;5217;35386;-12321;-12321;-12321;0;5000;-12321
35384;70;35387;-1529647;1.0073;0.015145;298;1000;-1528000
35385;70;35388;-1529647;1.0073;0.015145;298;1000;-1528000
35386;5214;35389;-12321;-12321;-12321;0;5000;-12321
35387;5215;35390;-12321;-12321;-12321;-12321;-12321;-12321
35388;5216;35391;-12321;-12321;-12321;0;5000;-12321
35389;5209;35392;-12321;-12321;-12321;0;5000;-12321
35390;5210;35393;-12321;-12321;-12321;-12321;-12321;-12321
35391;5211;35394;-12321;-12321;-12321;-12321;-12321;-12321
35392;5212;35395;-12321;-12321;-12321;-12321;-12321;-12321
35393;5213;35396;-12321;-12321;-12321;-12321;-12321;-12321
35394;5218;35397;-12321;-12321;-12321;0;5000;-12321
35395;5219;35398;-12321;-12321;-12321;-12321;-12321;-12321
35396;12927;35399;-12321;-12321;-12321;-12321;-12321;-12321
35397;5220;35400;-12321;-12321;-12321;0;5000;277170
35398;9935;35401;-12321;-12321;-12321;-12321;-12321;-12321
35399;9254;35402;-12321;-12321;-12321;-12321;-12321;-12321
35400;15379;35403;-12321;-12321;-12321;-12321;-12321;-12321
35401;18463;35404;-12321;-12321;-12321;-12321;-12321;-12321
35402;8203;35405;-12321;-12321;-12321;-12321;-12321;-12321
35403;18904;35406;-12321;-12321;-12321;-12321;-12321;-12321
35404;9247;35407;-12321;-12321;-12321;-12321;-12321;-12321
35405;9139;35408;-12321;-12321;-12321;-12321;-12321;-12321
35406;19191;35409;-12321;-12321;-12321;-12321;-12321;-12321
35407;19976;35410;-12321;-12321;-12321;-12321;-12321;-12321
35408;13826;35411;-12321;-12321;-12321;-12321;-12321;-12321
35409;13823;35412;-12321;-12321;-12321;-12321;-12321;-12321
35410;13824;35413;-12321;-12321;-12321;-12321;-12321;-12321
35411;13825;35414;-12321;-12321;-12321;-12321;-12321;-12321
35412;7581;35415;-12321;-12321;-12321;-12321;-12321;-12321
35413;8075;35416;-12321;-12321;-12321;-12321;-12321;-12321
35414;8555;35417;-12321;-12321;-12321;-12321;-12321;-12321
35415;8147;35418;-12321;-12321;-12321;-12321;-12321;-12321
35416;9145;35419;-12321;-12321;-12321;-12321;-12321;-12321
35417;5220;35420;-12321;-12321;-12321;0;5000;277170
35418;1581;35421;-202678;-53.981998;4.3007001E-2;298;1000;-214950
35419;1582;35422;-447141;-76.037003;3.8938999E-2;298;1000;-466350
35420;5506;35423;-12321;-12321;-12321;-12321;-12321;-12321
35421;5276;35424;-12321;-12321;-12321;0;5000;-12321
35422;5237;35425;-12321;-12321;-12321;0;5000;-12321
35423;2771;35426;-880348;-167.42;0.094099;298;1000;-921900
35424;5338;35427;-12321;-12321;-12321;-12321;-12321;-391600
35425;5238;35428;-12321;-12321;-12321;0;5000;-12321
35426;5242;35429;-12321;-12321;-12321;-12321;-12321;-12321
35427;5240;35430;-12321;-12321;-12321;-12321;-12321;-12321
35428;5241;35431;-12321;-12321;-12321;-12321;-12321;-12321
35429;5239;35432;-12321;-12321;-12321;-12321;-12321;-12321
35430;5580;35433;-12321;-12321;-12321;-12321;-12321;-12321
35431;5263;35434;35053.063;-9.8625793;-5.0220001E-3;298.14999;3000;34300
35432;5243;35435;-12321;-12321;-12321;0;5000;450000
35433;5264;35436;-12321;-12321;-12321;-12321;-12321;-12321
35434;5250;35437;-663902;3.4196401;0.00116;298.14999;1000;-662746
35435;5251;35438;-12321;-12321;-12321;-12321;-12321;-12321
35436;4986;35439;-12321;-12321;-12321;0;5000;-12321
35437;4987;35440;-12321;-12321;-12321;-12321;-12321;-12321
35438;4988;35441;-12321;-12321;-12321;-12321;-12321;-12321
35439;5226;35442;-284624;-48.5308;0.025209;298;800;-297000
35440;5228;35443;-381387;-60.406502;3.7659001E-2;298;700;-395987.5
35441;20009;35444;-12321;-12321;-12321;-12321;-12321;-887936.56
35442;5163;35445;-12321;-12321;-12321;0;5000;-12321
35443;19815;35446;-12321;-12321;-12321;-12321;-12321;-12321
35444;5164;35447;-12321;-12321;-12321;-12321;-12321;-12321
35445;19816;35448;-12321;-12321;-12321;-12321;-12321;-12321
35446;5166;35449;-12321;-12321;-12321;-12321;-12321;-12321
35447;5165;35450;-12321;-12321;-12321;-12321;-12321;-12321
35448;5167;35451;-12321;-12321;-12321;-12321;-12321;-12321
35449;19998;35452;-12321;-12321;-12321;-12321;-12321;-12321
35450;5169;35453;-12321;-12321;-12321;-12321;-12321;-12321
35451;5168;35454;-12321;-12321;-12321;-12321;-12321;-12321
35452;19999;35455;-12321;-12321;-12321;-12321;-12321;-12321
35453;5170;35456;-12321;-12321;-12321;-12321;-12321;-12321
35454;1488;35457;-1107292;-131.31;7.2483003E-2;298;1000;-1140000
35455;662;35458;206857;-86.470001;0.046395;298;1000;185200
35456;5470;35459;-12321;-12321;-12321;-12321;-12321;-694210
35457;5278;35460;-12321;-12321;-12321;-12321;-12321;-12321
35458;5280;35461;-12321;-12321;-12321;-12321;-12321;-12321
35459;5281;35462;-12321;-12321;-12321;-12321;-12321;-12321
35460;5282;35463;-12321;-12321;-12321;-12321;-12321;-12321
35461;5279;35464;-12321;-12321;-12321;-12321;-12321;-12321
35462;4326;35465;-677579;-346.48999;0.18993001;298;1000;-764000
35463;5234;35466;-12321;-12321;-12321;-12321;-12321;-12321
35464;5510;35467;-12321;-12321;-12321;-12321;-12321;-12321
35465;5283;35468;-12321;-12321;-12321;0;5000;-12321
35466;5284;35469;-12321;-12321;-12321;-12321;-12321;-12321
35467;1927;35470;168526;-81.089996;4.4450998E-2;298;1000;148300
35468;1927;35471;168526;-81.089996;4.4450998E-2;298;1000;148300
35469;399;35472;-809538;-54.073002;0.03105;298;1000;-822900
35470;78;35473;-518369;-24.424;0.017452;298;1000;-524100
35471;75;35474;217517;-31.813;0.018769;298;1000;209700
35472;5375;35475;-12321;-12321;-12321;-12321;-12321;-2122300
35473;569;35476;-351414;-159.91;9.6422002E-2;388;718;-390000
35474;5220;35477;-12321;-12321;-12321;0;5000;277170
35475;5226;35478;-284624;-48.5308;0.025209;298;800;-297000
35476;5222;35479;-12321;-12321;-12321;-12321;-12321;-12321
35477;5229;35480;-12321;-12321;-12321;-12321;-12321;-12321
35478;5221;35481;-12321;-12321;-12321;-12321;-12321;-12321
35479;5228;35482;-381387;-60.406502;3.7659001E-2;298;700;-395987.5
35480;5482;35483;130047;-0.156093;-3.6623001E-2;0;800;128490
35481;5486;35484;151797;-75.278603;0.01719;200;800;132800
35482;5483;35485;142984;-15.3525;-0.053032;0;800;137100
35483;5487;35486;157435;-190.745;9.6998997E-2;200;800;109370
35484;5484;35487;110132;-19.5741;-7.2810002E-2;0;800;102900
35485;5488;35488;121960;-22.531601;-8.2649998E-2;0;800;113800
35486;5485;35489;110778;-20.5872;-9.6886002E-2;0;800;102800
35487;5104;35490;-729952.19;-21.201996;0;298.14999;800;-736273.56
35488;5381;35491;-12321;-12321;-12321;-12321;-12321;-12321
35489;5382;35492;-12321;-12321;-12321;-12321;-12321;-12321
35490;5383;35493;-12321;-12321;-12321;-12321;-12321;-12321
35491;5225;35494;-12321;-12321;-12321;-12321;-12321;-12321
35492;5227;35495;-12321;-12321;-12321;-12321;-12321;-12321
35493;5575;35496;-12321;-12321;-12321;-12321;-12321;-12321
35494;5576;35497;-12321;-12321;-12321;-12321;-12321;-12321
35495;5577;35498;-12321;-12321;-12321;-12321;-12321;-12321
35496;5285;35499;-12321;-12321;-12321;0;5000;-12321
35497;402;35500;-1146135;-57.338001;3.6343001E-2;298;1000;-1160000
35498;1550;35501;-521641;-162.42999;8.9893997E-2;298;1000;-562080
35499;19979;35502;-12321;-12321;-12321;-12321;-12321;-12321
35500;5286;35503;-12321;-12321;-12321;0;5000;-12321
35501;1484;35504;-687067;-151.48;8.0337003E-2;298;1000;-725090
35502;2276;35505;-627721;-193.42;0.10564;298;1000;-676000
35503;5287;35506;-12321;-12321;-12321;0;5000;-12321
35504;5289;35507;-12321;-12321;-12321;-12321;-12321;-12321
35505;5288;35508;-12321;-12321;-12321;-12321;-12321;-12321
35506;5505;35509;-12321;-12321;-12321;-12321;-12321;-12321
35507;1924;35510;-691043;-104.84;4.9516998E-2;298;1000;-717900
35508;2763;35511;-12321;-12321;-12321;-12321;-12321;-12321
35509;2278;35512;-834234;-192.03;0.10312;298;1000;-882320
35510;5016;35513;-12321;-12321;-12321;-12321;-12321;-12321
35511;132;35514;-16533;15.8;-3.1280001E-3;298;1000;-12100
35512;67;35515;-12321;-12321;-12321;-12321;-12321;-12321
35513;4949;35516;-672106;-788.57001;0.43074;298;1000;-868930
35514;4950;35517;-635918;-799.20001;0.43941;298;1000;-835140
35515;5589;35518;-417464;-484.75;0.26214001;298;1000;-538690
35516;4619;35519;-381275;-495.38;0.27081001;298;1000;-504900
35517;4738;35520;-296473;-519.52002;0.28536999;298;1000;-426000
35518;4741;35521;-456695;-609.82001;0.3409;298;1000;-608210
35519;4721;35522;-436398;-583.22998;0.32486001;298;1000;-581410
35520;5368;35523;-12321;-12321;-12321;-12321;-12321;-3143000
35521;3987;35524;-347265;-269.97;0.14576;298;1000;-414800
35522;4000;35525;-257121;-300.66;0.16113999;298;1000;-332440
35523;3976;35526;-103111;-257.44;0.14012;298;1000;-167410
35524;4170;35527;-613990;-312.82001;0.17050999;298;1000;-692100
35525;4330;35528;-644841;-350.79999;0.19158;298;1000;-732400
35526;4093;35529;-561442;-290.42999;0.14885999;298;1000;-634800
35527;4245;35530;-627265;-331.81;0.18104;298;1000;-710100
35528;4021;35531;-221395;-306.87;0.16522001;298;1000;-298200
35529;5349;35532;-12321;-12321;-12321;-12321;-12321;-284000
35530;2278;35533;-834234;-192.03;0.10312;298;1000;-882320
35531;2997;35534;-824190;-239.78;0.13141;298;1000;-884000
35532;2293;35535;75722;-255.34;0.14633;298;1000;12600
35533;138;35536;-659579;2.7367001;0.001836;298;1000;-658600
35534;5156;35537;-12321;-12321;-12321;-12321;-12321;-12321
35535;559;35538;-153538;-122.34;6.5626003E-2;298;1000;-184180
35536;949;35539;-345602;-95.776001;5.5768002E-2;298;1000;-369200
35537;5018;35540;-12321;-12321;-12321;-12321;-12321;-12321
35538;570;35541;2572;-148.16;8.3287001E-2;388;718;-33800
35539;649;35542;-206439;-107.15;0.058323;298;1000;-233200
35540;119;35543;90191;-38.901001;4.1703999E-2;298;1000;82300
35541;4648;35544;478291;-164.07001;9.7037002E-2;298;1000;438000
35542;5275;35545;-12321;-12321;-12321;-12321;-12321;-12321
35543;4831;35546;-576615;-674.64001;0.36750999;298;1000;-745090
35544;4832;35547;-540427;-685.27002;0.37617999;298;1000;-711300
35545;4936;35548;-455624;-709.40997;0.39074999;298;1000;-632400
35546;4939;35549;-615846;-799.71002;0.44626999;298;1000;-814610
35547;4918;35550;-595550;-773.12;0.43022999;298;1000;-787810
35548;5292;35551;-12321;-12321;-12321;0;5000;-12321
35549;5293;35552;-12321;-12321;-12321;-12321;-12321;-12321
35550;5294;35553;-12321;-12321;-12321;-12321;-12321;-12321
35551;351;35554;92150;-126.78;7.0022002E-2;388;718;61000
35552;2478;35555;-12321;-12321;-12321;-12321;-12321;-12321
35553;3127;35556;-12321;-12321;-12321;-12321;-12321;-12321
35554;4408;35557;-12321;-12321;-12321;-12321;-12321;-12321
35555;4480;35558;-12321;-12321;-12321;-12321;-12321;-12321
35556;4173;35559;-12321;-12321;-12321;-12321;-12321;-12321
35557;1300;35560;-11150;-234.16;0.16481;388;718;-65520
35558;4097;35561;-12321;-12321;-12321;-12321;-12321;-12321
35559;953;35562;-18001;-191.35001;0.12496;388;718;-63300
35560;4331;35563;-12321;-12321;-12321;-12321;-12321;-12321
35561;2151;35564;-12321;-12321;-12321;-12321;-12321;-12321
35562;4247;35565;-12321;-12321;-12321;-12321;-12321;-12321
35563;1778;35566;-12321;-12321;-12321;-12321;-12321;-12321
35564;3994;35567;-12321;-12321;-12321;-12321;-12321;-12321
35565;231;35568;105575;-94.291;5.0923001E-2;388;718;82380
35566;3850;35569;-12321;-12321;-12321;-12321;-12321;-12321
35567;3388;35570;-12321;-12321;-12321;-12321;-12321;-12321
35568;2803;35571;-12321;-12321;-12321;-12321;-12321;-12321
35569;228;35572;-162130;-79.711998;0.042443;388;718;-181900
35570;5223;35573;-12321;-12321;-12321;-12321;-12321;-12321
35571;5224;35574;-12321;-12321;-12321;-12321;-12321;-12321
35572;81;35575;139320;-100.25;5.9119001E-2;388;718;114900
35573;5034;35576;-12321;-12321;-12321;-12321;-12321;-12321
35574;5295;35577;-12321;-12321;-12321;0;5000;-12321
35575;5277;35578;-12321;-12321;-12321;0;5000;-12321
35576;5290;35579;-12321;-12321;-12321;0;5000;-12321
35577;5291;35580;-12321;-12321;-12321;-12321;-12321;-12321
35578;1595;35581;71900;-85.912003;4.4036999E-2;298;1000;50200
35579;1595;35582;71900;-85.912003;4.4036999E-2;298;1000;50200
35580;2296;35583;-212687;-62.972;5.9755001E-2;298;1000;-226150
35581;1628;35584;79702;-86.871002;5.1399998E-2;298;1000;58370
35582;5528;35585;-12321;-12321;-12321;-12321;-12321;-12321
35583;3765;35586;-12321;-12321;-12321;-12321;-12321;-1147000
35584;3772;35587;-164672;-273.88;0.14993;298;1000;-233000
35585;4758;35588;-442079;-613.57001;0.33763;298;1000;-595000
35586;4513;35589;-12321;-12321;-12321;-12321;-12321;-851000
35587;5588;35590;-512955;-598.69;0.32536;298;1000;-662530
35588;4752;35591;-476766;-609.31;0.33403;298;1000;-628740
35589;4857;35592;-391964;-633.46002;0.3486;298;1000;-549840
35590;4860;35593;-552185;-723.76001;0.40412;298;1000;-732050
35591;4840;35594;-531889;-697.15997;0.38808;298;1000;-705250
35592;5445;35595;-12321;-12321;-12321;-12321;-12321;-294000
35593;92;35596;-29028;-6.9329;6.6490001E-3;333;1000;16700
35594;5252;35597;-12321;-12321;-12321;-12321;-12321;-12321
35595;5536;35598;-12321;-12321;-12321;-12321;-12321;-12321
35596;5496;35599;-12321;-12321;-12321;-12321;-12321;-12321
35597;5536;35600;-12321;-12321;-12321;-12321;-12321;-12321
35598;5525;35601;-12321;-12321;-12321;-12321;-12321;-12321
35599;5091;35602;-12321;-12321;-12321;-12321;-12321;-12321
35600;152;35603;-197685;1.0072;4.3250001E-3;298;1000;-197000
35601;5353;35604;-12321;-12321;-12321;-12321;-12321;-435000
35602;135;35605;-310491;15.757;-0.00154;298;1000;-305930
35603;147;35606;-9405;-1.9737999;4.4249999E-3;298;1000;-9600
35604;1;35607;-286083;7.8544998;4.6499999E-4;298;1000;-283700
35605;5249;35608;-12321;-12321;-12321;-12321;-12321;-12321
35606;5253;35609;-493417;-12.1162;8.3950004E-3;298.14999;1000;-496222
35607;5269;35610;-12321;-12321;-12321;-12321;-12321;-12321
35608;5587;35611;-401549;-465.76001;0.2516;298;1000;-518050
35609;4593;35612;-365360;-476.39001;0.26027;298;1000;-484260
35610;4719;35613;-280557;-500.53;0.27484;298;1000;-405360
35611;4722;35614;-440779;-590.83002;0.33036;298;1000;-587570
35612;4701;35615;-420483;-564.23999;0.31432;298;1000;-560770
35613;5527;35616;-12321;-12321;-12321;-12321;-12321;-12321
35614;3856;35617;-241805;-278.95999;0.14856;298;1000;-311770
35615;3831;35618;-87196;-238.45;0.12958001;298;1000;-146770
35616;3843;35619;-596013;-256.22;0.13956;298;1000;-660000
35617;4094;35620;-598015;-293.82999;0.15997;298;1000;-671400
35618;4246;35621;-628865;-331.81;0.18104;298;1000;-711700
35619;3990;35622;-545467;-271.44;0.13833;298;1000;-614100
35620;4171;35623;-611290;-312.82001;0.17050999;298;1000;-689400
35621;3874;35624;-205949;-286.5;0.1549;298;1000;-277600
35622;4876;35625;-537570;-727.5;0.40086001;298;1000;-718840
35623;4967;35626;-919534;-1183.2;0.65376002;298;1000;-1214200
35624;1550;35627;-521641;-162.42999;8.9893997E-2;298;1000;-562080
35625;1507;35628;-12321;-12321;-12321;-12321;-12321;-163600
35626;5529;35629;-12321;-12321;-12321;-12321;-12321;-12321
35627;5498;35630;-12321;-12321;-12321;-12321;-12321;-12321
35628;1547;35631;-52321;-161.38;8.7012999E-2;298;1000;-92700
35629;1484;35632;-687067;-151.48;8.0337003E-2;298;1000;-725090
35630;2276;35633;-627721;-193.42;0.10564;298;1000;-676000
35631;1554;35634;53255;-201.21001;0.11346;298;1000;3350
35632;1299;35635;94724;-172.39;0.10545;298;1000;52700
35633;157;35636;-1018729;-13.859;0.013062;298;1000;-1021700
35634;5245;35637;-12321;-12321;-12321;-12321;-12321;-12321
35635;5247;35638;-12321;-12321;-12321;-12321;-12321;-12321
35636;156;35639;-488752;-8.6174002;5.8690002E-3;298;1000;-490800
35637;96;35640;-687239;-24.319;0.013388;298;1000;-693300
35638;5254;35641;-12321;-12321;-12321;-12321;-12321;-12321
35639;5094;35642;-12321;-12321;-12321;-12321;-12321;-12321
35640;5410;35643;-12321;-12321;-12321;-12321;-12321;-2059460
35641;5409;35644;-12321;-12321;-12321;-12321;-12321;-2121380
35642;4964;35645;-776297;-1012.3;0.55892003;298;1000;-1028440
35643;4544;35646;-298842;-442.67001;0.2428;298;1000;-409240
35644;4963;35647;-728552;-955.37;0.52731001;298;1000;-966520
35645;4365;35648;-251097;-385.70001;0.21118;298;1000;-347320
35646;97;35649;116109;0.96711999;2.1269999E-3;458;1000;210900
35647;2295;35650;-760558;-71.093002;4.2231001E-2;298;1000;-778000
35648;64;35651;-12321;-12321;-12321;-12321;-12321;-1080000
35649;5497;35652;-12321;-12321;-12321;-12321;-12321;-12321
35650;66;35653;-130258;-104.52;5.4117002E-2;298;1000;-156610
35651;60;35654;2139;-103.13;0.05522;298;1000;-23700
35652;5351;35655;-12321;-12321;-12321;-12321;-12321;-352790
35653;1481;35656;-604205;-143.7;7.7143997E-2;298;1000;-640190
35654;4966;35657;-871788;-1126.3;0.62215;298;1000;-1152280
35655;4694;35658;-394333;-556.59998;0.30601999;298;1000;-533080
35656;4965;35659;-824043;-1069.3;0.59052998;298;1000;-1090360
35657;4625;35660;-346588;-499.63;0.27441001;298;1000;-471160
35658;5333;35661;-12321;-12321;-12321;-12321;-12321;-1844000
35659;350;35662;-441819;-97.467003;5.6014001E-2;298;1000;-465900
35660;4962;35663;-680806;-898.40002;0.4957;298;1000;-904600
35661;4126;35664;-203351;-328.73001;0.17957;298;1000;-285400
35662;5533;35665;-12321;-12321;-12321;-12321;-12321;-12321
35663;5515;35666;-12321;-12321;-12321;-12321;-12321;-12321
35664;4437;35667;373063;-134.2;7.8186996E-2;298;1000;340000
35665;5533;35668;-12321;-12321;-12321;-12321;-12321;-12321
35666;5515;35669;-12321;-12321;-12321;-12321;-12321;-12321
35667;5521;35670;-12321;-12321;-12321;-12321;-12321;-12321
35668;2629;35671;-106721;-217.42;0.11862;298;1000;-161000
35669;5523;35672;-12321;-12321;-12321;-12321;-12321;-12321
35670;5273;35673;-12321;-12321;-12321;-12321;-12321;-12321
35671;5274;35674;-12321;-12321;-12321;-12321;-12321;-12321
35672;4961;35675;-633061;-841.42999;0.46408001;298;1000;-842680
35673;4811;35676;-560700;-655.65002;0.35698;298;1000;-724450
35674;4812;35677;-524512;-666.28003;0.36565;298;1000;-690660
35675;4916;35678;-439709;-690.41998;0.38021001;298;1000;-611760
35676;4919;35679;-599931;-780.71997;0.43573001;298;1000;-793970
35677;4898;35680;-579635;-754.13;0.4197;298;1000;-767170
35678;4935;35681;-585315;-784.46997;0.43246999;298;1000;-780760
35679;4817;35682;-489824;-670.53003;0.36925;298;1000;-656920
35680;2278;35683;-834234;-192.03;0.10312;298;1000;-882320
35681;2997;35684;-824190;-239.78;0.13141;298;1000;-884000
35682;5301;35685;-12321;-12321;-12321;0;5000;-12321
35683;5302;35686;-12321;-12321;-12321;-12321;-12321;-12321
35684;132;35687;-16533;15.8;-3.1280001E-3;298;1000;-12100
35685;10762;35688;-12321;-12321;-12321;-12321;-12321;-12321
35686;12532;35689;-12321;-12321;-12321;-12321;-12321;-12321
35687;11652;35690;-12321;-12321;-12321;-12321;-12321;-12321
35688;19895;35691;-12321;-12321;-12321;-12321;-12321;-12321
35689;19896;35692;-12321;-12321;-12321;-12321;-12321;-12321
35690;19897;35693;-12321;-12321;-12321;-12321;-12321;-12321
35691;19898;35694;-12321;-12321;-12321;-12321;-12321;-12321
35692;19899;35695;-12321;-12321;-12321;-12321;-12321;-12321
35693;19900;35696;-12321;-12321;-12321;-12321;-12321;-12321
35694;19904;35697;-12321;-12321;-12321;-12321;-12321;-12321
35695;19901;35698;-12321;-12321;-12321;-12321;-12321;-12321
35696;19903;35699;-12321;-12321;-12321;-12321;-12321;-12321
35697;19906;35700;-12321;-12321;-12321;-12321;-12321;-12321
35698;19902;35701;-12321;-12321;-12321;-12321;-12321;-12321
35699;19905;35702;-12321;-12321;-12321;-12321;-12321;-12321
35700;6512;35703;-12321;-12321;-12321;-12321;-12321;-12321
35701;9005;35704;-12321;-12321;-12321;-12321;-12321;-12321
35702;12785;35705;-12321;-12321;-12321;-12321;-12321;-12321
35703;7662;35706;-12321;-12321;-12321;-12321;-12321;-12321
35704;9664;35707;-12321;-12321;-12321;-12321;-12321;-12321
35705;7717;35708;-12321;-12321;-12321;-12321;-12321;-12321
35706;3133;35709;-208565;-246.86;0.13203;298;1000;-270430
35707;3097;35710;-59651;-186.2;0.10886;298;1000;-105490
35708;3122;35711;-564462;-218.25;0.11848;298;1000;-619000
35709;3845;35712;-566065;-255.85001;0.13889;298;1000;-630000
35710;4096;35713;-596915;-293.82999;0.15997;298;1000;-670300
35711;3384;35714;-513516;-233.46001;0.11725;298;1000;-572700
35712;3298;35715;-158736;-301.42001;0.17628001;388;718;-232500
35713;3992;35716;-579340;-274.84;0.14943001;298;1000;-648000
35714;3304;35717;-174198;-248.52;0.13382;298;1000;-236400
35715;4157;35718;-228652;-337.5;0.18313;298;1000;-313000
35716;5296;35719;-12321;-12321;-12321;0;5000;-12321
35717;5297;35720;-12321;-12321;-12321;-12321;-12321;-12321
35718;5033;35721;-12321;-12321;-12321;-12321;-12321;-333721.84
35719;928;35722;-201859;-104.17;5.7546001E-2;298;1000;-227800
35720;937;35723;-472877;-95.772003;4.9853001E-2;298;1000;-497000
35721;821;35724;32983;-85.772003;0.045557;298;1000;11460
35722;5298;35725;-12321;-12321;-12321;0;5000;-12321
35723;5300;35726;-12321;-12321;-12321;-12321;-12321;-12321
35724;5299;35727;-12321;-12321;-12321;-12321;-12321;-12321
35725;1935;35728;-349523;-83.288002;6.0242001E-2;298;1000;-369000
35726;396;35729;-298363;-69.870003;3.9315999E-2;298;1000;-315700
35727;189;35730;69516;-26.9;0.012772;333;1000;78400
35728;192;35731;35710;-28.132999;0.013255;298;1000;28500
35729;205;35732;-130464;-32.962002;1.5651001E-2;298;1000;-138900
35730;26;35733;-250670;-44.868999;0.02304;298;1000;-262000
35731;208;35734;90992;-19.591999;8.5410001E-3;458;1000;117690
35732;681;35735;-326298;-83.694;4.3772999E-2;298;1000;-347360
35733;397;35736;-322195;-59.894001;3.2083999E-2;298;1000;-337200
35734;87;35737;168658;-42.674;0.02098;298;1000;157800
35735;74;35738;309667;-19.416;8.1270002E-3;298;1000;304600
35736;1970;35739;96877;-128.14999;7.2351001E-2;298;1000;65100
35737;5371;35740;-12321;-12321;-12321;-12321;-12321;158800
35738;5376;35741;-12321;-12321;-12321;-12321;-12321;-481160
35739;5472;35742;-12321;-12321;-12321;-12321;-12321;-259460
35740;5473;35743;-12321;-12321;-12321;-12321;-12321;-350760
35741;5474;35744;-12321;-12321;-12321;-12321;-12321;-187420
35742;5317;35745;-12321;-12321;-12321;-12321;-12321;-12321
35743;5101;35746;-238410;-12.256;2.7660001E-3;298.14999;1000;-241974.52
35744;5303;35747;-12321;-12321;-12321;0;5000;-12321
35745;5304;35748;-12321;-12321;-12321;0;5000;-12321
35746;5305;35749;-12321;-12321;-12321;0;5000;-12321
35747;5306;35750;-12321;-12321;-12321;0;5000;-12321
35748;5307;35751;-12321;-12321;-12321;-12321;-12321;-12321
35749;5308;35752;-12321;-12321;-12321;-12321;-12321;-12321
35750;5309;35753;-12321;-12321;-12321;0;5000;-12321
35751;5310;35754;-12321;-12321;-12321;-12321;-12321;-12321
35752;5311;35755;-12321;-12321;-12321;-12321;-12321;-12321
35753;5312;35756;-12321;-12321;-12321;-12321;-12321;-12321
35754;5540;35757;-12321;-12321;-12321;-12321;-12321;-12321
35755;11001;35758;-12321;-12321;-12321;-12321;-12321;-12321
35756;8159;35759;-12321;-12321;-12321;-12321;-12321;-12321
