ID;PROP_ID;COMP_ID;EnthalpyOfVapourizationA;EnthalpyOfVapourizationB;EnthalpyOfVapourizationN;EnthalpyOfVapourizationTmin;EnthalpyOfVapourizationTmax
23786;9728;23789;71694.758;657;0.386767;200;657
23787;9967;23790;53665.359;635;0.37617299;200;635
23788;18139;23791;51971.926;650;0.36702299;200;650
23789;8477;23792;55145.609;584;0.373817;200;584
23790;15499;23793;75450.391;638;0.422409;200;638
23791;19568;23794;97661.07;900;0.40141001;200;900
23792;14751;23795;106915.71;834;0.49852401;200;834
23793;13324;23796;75216.828;650.20001;0.38051501;219.2;650.20001
23794;13930;23797;75007.258;710;0.45874;200;710
23795;17134;23798;70046.531;669;0.37494901;200;669
23796;14663;23799;81516.242;772;0.39652401;200;772
23797;17989;23800;-12321;-12321;-12321;-12321;-12321
23798;17243;23801;77811.617;757;0.37844801;200;757
23799;17227;23802;78143.727;739;0.442114;200;739
23800;15691;23803;64957.25;742;0.35765401;200;742
23801;17297;23804;71295.289;727;0.38758999;200;727
23802;12964;23805;65781.563;629;0.43145701;200;629
23803;12212;23806;81074.383;808;0.42282099;200;808
23804;17982;23807;64694.57;706;0.37051401;200;706
23805;16908;23808;79121.188;834;0.351868;259.70001;834
23806;17311;23809;79684.742;743;0.36884201;200;743
23807;17261;23810;73493.594;699;0.455529;200;699
23808;11824;23811;70123.422;745;0.36983401;200;745
23809;11805;23812;71227.188;747;0.425006;200;747
23810;12280;23813;70833.523;752;0.361022;200;752
23811;12279;23814;68564.234;750;0.355652;200;750
23812;17918;23815;95543.195;847;0.396889;200;847
23813;17485;23816;114214.19;878;0.40766701;200;878
23814;17486;23817;91230.266;836;0.389447;200;836
23815;10361;23818;81108.375;717;0.39126101;200;717
23816;12793;23819;78745.516;722;0.38664699;200;722
23817;7786;23820;-12321;-12321;-12321;-12321;-12321
23818;11398;23821;65383.652;606;0.394519;200;606
23819;13191;23822;80057.695;832;0.43148199;200;832
23820;17371;23823;78874.117;592;0.394225;200;592
23821;12677;23824;82009.867;659;0.35134801;200;659
23822;17276;23825;87602.758;775;0.371169;200;775
23823;17194;23826;74506.555;690;0.39502701;200;690
23824;18044;23827;-12321;-12321;-12321;-12321;-12321
23825;17020;23828;67862.031;692;0.41639099;200;692
23826;17241;23829;72672.984;753;0.37024701;200;753
23827;14815;23830;98886.75;837;0.38866901;200;837
23828;13064;23831;101268.49;837;0.39748201;200;837
23829;7183;23832;153709;896;0.45186099;336.92999;896
23830;11553;23833;98528.344;788;0.411569;333.10001;788
23831;8494;23834;96727.641;833;0.40284601;200;833
23832;12089;23835;93098.484;769;0.40076101;323.10001;769
23833;16562;23836;84811.859;865;0.383654;200;865
23834;17586;23837;96697.117;869;0.40256101;200;869
23835;17237;23838;78527.398;753;0.388699;200;753
23836;17026;23839;58916.699;653;0.38591501;200;653
23837;17406;23840;82577.336;725;0.40254;200;725
23838;17372;23841;65676.031;602;0.38993299;200;602
23839;17027;23842;66982.328;644;0.403712;200;644
23840;11719;23843;67171.008;696;0.37604401;200;696
23841;15986;23844;72978.492;759;0.379803;200;759
23842;11400;23845;98545.797;906;0.39339799;343.29999;906
23843;14575;23846;76352.156;654.20001;0.38055301;230.2;654.20001
23844;16585;23847;79181.398;752;0.388358;200;752
23845;17321;23848;72739.188;712;0.37881601;200;712
23846;14414;23849;71164.547;717;0.405137;225.89;717
23847;17030;23850;56103.484;648;0.38077101;200;648
23848;15512;23851;75487.773;638;0.42300999;200;638
23849;15545;23852;80110.484;654;0.427865;200;654
23850;7412;23853;205859.98;897;0.47923601;369.521;897
23851;17196;23854;75979.008;879;0.320806;329.10001;879
23852;17193;23855;71497.227;849;0.32982501;200;849
23853;11276;23856;57049.836;639;0.38260201;200;639
23854;12848;23857;81283.867;717;0.39206401;200;717
23855;10360;23858;80398.906;717;0.388652;200;717
23856;6035;23859;101171.16;758;0.43175501;200;758
23857;17046;23860;68609.234;665;0.38322201;200;665
23858;8886;23861;65433.57;643;0.38857201;200;643
23859;17095;23862;95796.711;753;0.43804201;200;753
23860;17696;23863;80117.5;756;0.38279799;200;756
23861;16117;23864;107220.63;745;0.43518201;390.60001;745
23862;6353;23865;87393.094;770;0.41029301;367.20001;770
23863;17953;23866;97310.844;839;0.39126399;200;839
23864;17064;23867;95642.594;700;0.48935199;200;700
23865;17378;23868;64241.23;615;0.37143901;200;615
23866;9861;23869;66854.594;662;0.382516;200;662
23867;13024;23870;62637.641;629;0.38196501;200;629
23868;12696;23871;87799.063;775;0.43030599;200;775
23869;13333;23872;82899.875;679;0.387851;200;679
23870;16984;23873;80267.883;711;0.38650799;200;711
23871;15850;23874;92235.039;684;0.420187;200;684
23872;17695;23875;113589.05;850;0.491541;329.60001;850
23873;17094;23876;91270.867;732;0.42964801;200;732
23874;15193;23877;122357.84;879;0.45197099;301.60001;879
23875;15194;23878;134315.25;899;0.481603;307.60001;899
23876;13033;23879;90119.031;750;0.42708999;200;750
23877;12317;23880;63196.93;839;0.234997;333.92999;839
23878;17674;23881;96140.469;818;0.39630601;200;818
23879;6783;23882;85309.555;697;0.39777401;200;697
23880;16069;23883;87102.695;820;0.38812801;200;820
23881;16068;23884;76611.453;806;0.37871799;200;806
23882;9373;23885;-12321;-12321;-12321;-12321;-12321
23883;8720;23886;87510.75;747;0.398029;200;747
23884;7069;23887;81042.945;682;0.398166;200;682
23885;17583;23888;181471.05;791;0.459454;200;791
23886;6065;23889;88182.102;790;0.40285;353.60001;790
23887;12683;23890;78992.719;759;0.380431;200;759
23888;13255;23891;107782.59;696;0.48016;200;696
23889;13058;23892;107330.4;719;0.45816901;200;719
23890;9612;23893;86814.102;812;0.39554799;329.10001;812
23891;11303;23894;65669.242;735;0.37850201;200;735
23892;18489;23895;-12321;-12321;-12321;-12321;-12321
23893;7349;23896;136820.33;842;0.469381;200;842
23894;7353;23897;133528.34;841;0.45146599;352.60001;841
23895;10358;23898;60054.332;590.09998;0.38516301;200;590.09998
23896;11058;23899;74955.703;647.79999;0.38486901;200;647.79999
23897;8099;23900;71481.789;629.90002;0.42190799;200;629.90002
23898;11568;23901;142293.7;826;0.44262299;383.92001;826
23899;13973;23902;187144.5;919;0.44652;381.42001;919
23900;11567;23903;139091.08;818;0.43900001;378.72;818
23901;5798;23904;-12321;-12321;-12321;-12321;-12321
23902;13360;23905;192188.92;887;0.459977;373.22;887
23903;15226;23906;135805.83;933;0.394743;334.13;933
23904;19048;23907;46568.418;564;0.389503;200;564
23905;11659;23908;110315.75;762;0.50971401;276.60001;762
23906;15856;23909;88601.461;714;0.38692299;200;714
23907;12847;23910;82541.164;694;0.393489;200;694
23908;15857;23911;98007.695;730;0.38816401;200;730
23909;15858;23912;113780.06;746;0.391325;298.60001;746
23910;13920;23913;94388.82;796;0.39816201;250.69;796
23911;7411;23914;114145.05;839;0.397084;331.10001;839
23912;1520;23915;52525;569.54999;0.38;242.56;569.54999
23913;1521;23916;52178;552.71997;0.38;210.14;552.71997
23914;1525;23917;57505;592.90997;0.38;225.14;592.90997
23915;1512;23918;56215;580.19;0.38;225.14;580.19
23916;61;23919;69000;614;0.317;274.89001;614
23917;1522;23920;55278;598.02002;0.38;242.56;598.02002
23918;1513;23921;56215;580.19;0.38;225.14;580.19
23919;1514;23922;55781;575.90997;0.38;178.75;575.90997
23920;1899;23923;62415;607;0.35800001;254.14999;607
23921;1327;23924;56336;601.65002;0.38;201.67999;601.65002
23922;965;23925;49166;578.17999;0.38;207.83;578.17999
23923;1328;23926;54998;616.10999;0.38;219.10001;616.10999
23924;5613;23927;-12321;-12321;-12321;-12321;-12321
23925;1332;23928;54611;626.29999;0.38;204.10001;626.29999
23926;412;23929;46972;565.96002;0.38;175.10001;565.96002
23927;722;23930;52560;602.84003;0.38;186.37;602.84003
23928;723;23931;52560;602.84003;0.38;186.37;602.84003
23929;961;23932;52795;590.01001;0.38;190.41;590.01001
23930;1319;23933;57365;612.15002;0.38;201.67999;612.15002
23931;577;23934;47680;559.14001;0.38;155.75;559.14001
23932;1329;23935;55485;606.70001;0.38;186.67999;606.70001
23933;724;23936;50739;582.88;0.38;186.37;582.88
23934;962;23937;52781;589.85999;0.38;161.14999;589.85999
23935;1320;23938;57941;618.02002;0.38;201.67999;618.02002
23936;1321;23939;57797;616.54999;0.38;201.67999;616.54999
23937;408;23940;49370;581.67999;0.38;189.06;581.67999
23938;703;23941;53115;597.03003;0.38;200.33;597.03003
23939;409;23942;49370;581.67999;0.38;189.06;581.67999
23940;704;23943;53115;597.03003;0.38;200.33;597.03003
23941;575;23944;51840;577;0.38699999;160.75;577
23942;2804;23945;79265;698.42999;0.38;243.95;698.42999
23943;4563;23946;116463;837.39001;0.38;317.45001;837.39001
23944;3389;23947;83056;726.54999;0.38;263.64999;726.54999
23945;4787;23948;129442;961.79999;0.38;342.85001;961.79999
23946;4481;23949;111055;816.19;0.38;310.04999;816.19
23947;4534;23950;113820;826.46997;0.38;319.25;826.46997
23948;4768;23951;129105;946.37;0.38;344.85001;946.37
23949;4684;23952;125984;894.13;0.38;336.54999;894.13
23950;4248;23953;101497;784.07001;0.38;302.75;784.07001
23951;1797;23954;61887;651;0.34799999;217.05;651
23952;4886;23955;128093;1049.74;0.38;354.54999;1049.74
23953;4661;23956;124548;881.98999;0.38;329.54999;881.98999
23954;4174;23957;98085;773.65997;0.38;291.04999;773.65997
23955;1316;23958;59924;623.85999;0.38;188.45;623.85999
23956;4866;23959;128601;1029.64;0.38;349.64999;1029.64
23957;2631;23960;77917;824;0.38299999;279.35001;824
23958;4728;23961;128100;919.67999;0.38;340.95001;919.67999
23959;4409;23962;108003;805.31;0.38;311.64999;805.31
23960;2479;23963;74507;682.65002;0.38;244.14999;682.65002
23961;4925;23964;126476;1091.72;0.38;357.25;1091.72
23962;4708;23965;127042;905.85999;0.38;334.54999;905.85999
23963;4332;23966;104870;795.03003;0.38;301.35001;795.03003
23964;2152;23967;69680;665.09003;0.38;218.14999;665.09003
23965;4905;23968;127322;1069.97;0.38;352.54999;1069.97
23966;4638;23969;122738;869.42999;0.38;331.45001;869.42999
23967;4098;23970;94480;762.51001;0.38;292.14999;762.51001
23968;958;23971;55410;564.76001;0.38;185.25999;564.76001
23969;4847;23972;129002;1010.87;0.38;351.64999;1010.87
23970;353;23973;41810;544;0.322;163.14999;544
23971;4945;23974;125567;1115.11;0.38;355.25;1115.11
23972;4614;23975;120937;858.84003;0.38;323.85001;858.84003
23973;3995;23976;90705;750.56;0.38;278.75;750.56
23974;4828;23977;129285;993.37;0.38;346.45001;993.37
23975;4747;23978;128784;933.16998;0.38;338.95001;933.16998
23976;4588;23979;118778;847.76001;0.38;325.85001;847.76001
23977;3851;23980;86953;739.06;0.38;279.35001;739.06
23978;4807;23981;129436;977.03003;0.38;348.45001;977.03003
23979;3128;23982;83985;713.07001;0.38;263.45001;713.07001
23980;512;23983;33390;419.59;0.39300001;87.800003;419.59
23981;3953;23984;78627;756.75;0.38;266.10999;756.75
23982;2361;23985;57726;626.53003;0.38;166.78;626.53003
23983;13254;23986;102179.42;685;0.467866;200;685
23984;142;23987;32907;400;0.38;257.73999;400
23985;162;23988;34813;428.95001;0.38;240.59;428.95001
23986;193;23989;33504;410.20001;0.38999999;142.35001;410.20001
23987;163;23990;35705;428.67999;0.38;208.17;428.67999
23988;194;23991;35452;435.17999;0.38;191.02;435.17999
23989;217;23992;35633;458.07001;0.38;158.87;458.07001
23990;1345;23993;50209;583.67999;0.38;189.22;583.67999
23991;973;23994;44795;546.96997;0.38;253.14999;546.96997
23992;1346;23995;51714;586.34003;0.38;156.8;586.34003
23993;1076;23996;104880;813.77002;0.38800001;326.54999;813.77002
23994;1344;23997;53073;587.51001;0.38;171.8;587.51001
23995;218;23998;41081;511;0.38;197.14999;511
23996;439;23999;42492;532.31;0.38;145.22;532.31
23997;753;24000;48769;580.52002;0.38;156.49001;580.52002
23998;754;24001;48366;575.95001;0.38;156.49001;575.95001
23999;969;24002;48431;561.91998;0.38;160.53;561.91998
24000;1336;24003;52237;578.67999;0.38;171.8;578.67999
24001;580;24004;43170;526.21002;0.38;142.85001;526.21002
24002;1347;24005;50209;583.67999;0.38;189.22;583.67999
24003;755;24006;49037;583.57001;0.38;156.49001;583.57001
24004;970;24007;48272;558.87;0.38;168.75999;558.87
24005;1337;24008;53491;591.92999;0.38;171.8;591.92999
24006;1338;24009;52934;586.03998;0.38;171.8;586.03998
24007;435;24010;45175;553.10999;0.38;159.17999;553.10999
24008;734;24011;49540;577.84998;0.38;170.45;577.84998
24009;436;24012;45294;554.5;0.38;159.17999;554.5
24010;735;24013;49676;579.35999;0.38;170.45;579.35999
24011;2805;24014;74508;679.88;0.38;241.85001;679.88
24012;4564;24015;113960;821.75;0.38;318.14999;821.75
24013;3390;24016;80779;711.02002;0.38;263.85001;711.02002
24014;4788;24017;127415;945.94;0.38;344.14999;945.94
24015;4482;24018;108548;800.64001;0.38;310.75;800.64001
24016;4535;24019;111312;810.87;0.38;317.14999;810.87
24017;4769;24020;127038;930.72998;0.38;344.14999;930.72998
24018;4685;24021;123584;877.96997;0.38;335.14999;877.96997
24019;4249;24022;99736;773.57001;0.38;299.35001;773.57001
24020;1798;24023;60131;621.08002;0.38;203.64999;621.08002
24021;4887;24024;126267;1032.39;0.38;354.14999;1032.39
24022;4662;24025;122119;865.97998;0.38;331.14999;865.97998
24023;4175;24026;96266;762.65997;0.38;291.04999;762.65997
24024;1333;24027;55187;596.19;0.38;179.14999;596.19
24025;4867;24028;126736;1012.64;0.38;351.14999;1012.64
24026;2632;24029;78664;785;0.41100001;269.14999;785
24027;4729;24030;125769;903.20001;0.38;340.14999;903.20001
24028;4410;24031;105866;792.26001;0.38;308.85001;792.26001
24029;2480;24032;69728;661.88;0.38;233.75;661.88
24030;4926;24033;124725;1073.5601;0.38;357.14999;1073.5601
24031;4709;24034;124863;890.78003;0.38;336.14999;890.78003
24032;4333;24035;102921;783.25;0.38;301.75;783.25
24033;2153;24036;64936;642.40997;0.38;215.35001;642.40997
24034;4906;24037;125534;1052.23;0.38;354.14999;1052.23
24035;4639;24038;120471;854.75;0.38;330.14999;854.75
24036;4099;24039;92574;750.72998;0.38;287.85001;750.72998
24037;966;24040;54239;568;0.45699999;320;568
24038;4848;24041;127098;994.20001;0.38;351.14999;994.20001
24039;4946;24042;123851;1096.5;0.38;357.14999;1096.5
24040;4615;24043;118461;843.03998;0.38;325.14999;843.03998
24041;3996;24044;88794;738.53998;0.38;278.04999;738.53998
24042;4829;24045;127340;976.97998;0.38;348.14999;976.97998
24043;4748;24046;126492;916.5;0.38;340.14999;916.5
24044;4589;24047;116286;832.04999;0.38;324.14999;832.04999
24045;3852;24048;84760;724.59003;0.38;273.85001;724.59003
24046;4808;24049;127450;960.91998;0.38;348.14999;960.91998
24047;3129;24050;79232;696.42999;0.38;256.25;696.42999
24048;4316;24051;94798;772.83002;0.38;285.66;772.83002
24049;3833;24052;73948;708.63;0.38;242.66;708.63
24050;4985;24053;-12321;-12321;-12321;-12321;-12321
24051;3373;24054;69465;691.81;0.38;263.60001;691.81
24052;4082;24055;82559;737.78998;0.38;262.95999;737.78998
24053;3978;24056;78319;723.60999;0.38;253.46001;723.60999
24054;4523;24057;109198;797.25;0.38;294.16;797.25
24055;4465;24058;102631;792.82001;0.38;297.16;792.82001
24056;4393;24059;98756;783.38;0.38;291.66;783.38
24057;4232;24060;90927;761.73999;0.38;278.95999;761.73999
24058;4083;24061;78997;791.71997;0.38;337.35001;791.71997
24059;4231;24062;92457;755.16998;0.38;268.16;755.16998
24060;3372;24063;71533;679;0.38;220;679
24061;4984;24064;-12321;-12321;-12321;-12321;-12321
24062;3111;24065;66188;667.66998;0.38;200.16;667.66998
24063;3977;24066;79583;716.95001;0.38;244.16;716.95001
24064;3832;24067;75325;702.06;0.38;229.16;702.06
24065;4983;24068;-12321;-12321;-12321;-12321;-12321
24066;2785;24069;61613;647.48999;0.38;190.16;647.48999
24067;4392;24070;101846;772;0.38;282;772
24068;4982;24071;-12321;-12321;-12321;-12321;-12321
24069;4315;24072;96704;766.46997;0.38;278.16;766.46997
24070;11583;24073;45703.617;519;0.36475;200;519
24071;8861;24074;61657.328;721;0.37311599;200;721
24072;9564;24075;56245.879;689;0.36895901;298.09439;689
24073;2794;24076;80027;657;0.396;267.14999;657
24074;2884;24077;108960;690;0.56199998;280.04999;690
24075;2788;24078;65577;617.04999;0.40200001;206.89;617.04999
24076;4444;24079;100984;814.15997;0.38;333.73001;814.15997
24077;4064;24080;81757;718.59998;0.38;234.39999;718.59998
24078;2765;24081;63219;632.48999;0.38;229.16;632.48999
24079;4554;24082;107985;790.72998;0.38;310.95001;790.72998
24080;4551;24083;107015;793.12;0.38;318.14999;793.12
24081;3381;24084;83180;685;0.34799999;285.14999;685
24082;3749;24085;119420;721;0.579;296.95001;721
24083;3375;24086;78802;657;0.43700001;237.92999;657
24084;4217;24087;89011;739.91998;0.38;256.94;739.91998
24085;4547;24088;110683;854.65002;0.38;301.14999;854.65002
24086;3346;24089;73060;668.15997;0.38;254.16;668.15997
24087;4782;24090;125275;915.81;0.38;329.85001;915.81
24088;4779;24091;125815;909.17999;0.38;344.14999;909.17999
24089;4499;24092;120123;814.57001;0.38;310.37;814.57001
24090;4492;24093;165548;792;0.59299999;338.54999;792
24091;4467;24094;121918;771;0.46900001;301.76001;771
24092;4447;24095;107181;769.78998;0.38;309.16;769.78998
24093;3351;24096;74317;762.48999;0.38;236.31;762.48999
24094;3058;24097;64243;662.77002;0.38;237.17;662.77002
24095;3055;24098;67162;676.56;0.38;252.17;676.56
24096;3059;24099;64533;665.63;0.38;237.17;665.63
24097;3056;24100;66867;673.71997;0.38;252.17;673.71997
24098;3060;24101;65202;672.21002;0.38;237.17;672.21002
24099;3057;24102;67457;679.40997;0.38;252.17;679.40997
24100;3335;24103;71022;735.44;0.38;243.57001;735.44
24101;3352;24104;73555;755.34003;0.38;248.92;755.34003
24102;1974;24105;53013;617.67999;0.38;163.19;617.67999
24103;1642;24106;48522;578.40002;0.38;154.75;578.40002
24104;3328;24107;78348;776;0.42399999;259.34;776
24105;1766;24108;57347;577;0.38;195.48;577
24106;2473;24109;80378;610;0.38;218.02;610
24107;1281;24110;53219;579;0.38;200.58;579
24108;2141;24111;70539;597;0.38;206.75;597
24109;1361;24112;46224;514.83002;0.38;174.03;514.83002
24110;981;24113;38969;478.82999;0.38;180.17999;478.82999
24111;1362;24114;45340;529.46002;0.38;191.45;529.46002
24112;1366;24115;41764;501.01001;0.38;176.45;501.01001
24113;464;24116;37750;475.39001;0.38;147.45;475.39001
24114;784;24117;40192;482.63;0.38;158.72;482.63
24115;785;24118;40192;482.63;0.38;158.72;482.63
